Checkin Date,2015-08-12,2015-08-12,2015-08-12,2015-08-12,2015-08-13,2015-08-13,2015-08-13,2015-08-13,2015-08-19,2015-08-19,2015-08-19,2015-08-19,2015-08-26,2015-08-26,2015-08-26,2015-08-26,2015-08-27,2015-08-27,2015-08-27,2015-08-27,2015-08-28,2015-08-28,2015-08-28,2015-08-28,2015-09-09,2015-09-09,2015-09-09,2015-09-09,2015-09-10,2015-09-10,2015-09-10,2015-09-10,2015-09-11,2015-09-11,2015-09-11,2015-09-11,2015-09-16,2015-09-16,2015-09-16,2015-09-16,2015-09-17,2015-09-17,2015-09-17,2015-09-17,2015-09-18,2015-09-18,2015-09-18,2015-09-18,2015-09-30,2015-09-30,2015-09-30,2015-09-30,2015-10-01,2015-10-01,2015-10-01,2015-10-01,2015-10-02,2015-10-02,2015-10-02,2015-10-02,2015-10-07,2015-10-07,2015-10-07,2015-10-07,2015-10-14,2015-10-14,2015-10-14,2015-10-14,2015-10-15,2015-10-15,2015-10-15,2015-10-15,2015-10-16,2015-10-16,2015-10-16,2015-10-16,2015-10-21,2015-10-21,2015-10-21,2015-10-21,2015-10-22,2015-10-22,2015-10-22,2015-10-22,2015-10-27,2015-10-27,2015-10-27,2015-10-27,2015-10-28,2015-10-28,2015-10-28,2015-10-28,2015-10-29,2015-10-29,2015-10-29,2015-10-29,2015-10-30,2015-10-30,2015-10-30,2015-10-30,2015-11-03,2015-11-03,2015-11-03,2015-11-03,2015-11-04,2015-11-04,2015-11-04,2015-11-04,2015-11-05,2015-11-05,2015-11-05,2015-11-05,2015-11-06,2015-11-06,2015-11-06,2015-11-06,2015-11-07,2015-11-07,2015-11-07,2015-11-07,2015-11-10,2015-11-10,2015-11-10,2015-11-10,2015-11-11,2015-11-11,2015-11-11,2015-11-11,2015-11-12,2015-11-12,2015-11-12,2015-11-12,2015-11-13,2015-11-13,2015-11-13,2015-11-13,2015-11-18,2015-11-18,2015-11-18,2015-11-18,2015-11-21,2015-11-21,2015-11-21,2015-11-21,2015-11-25,2015-11-25,2015-11-25,2015-11-25,2015-11-26,2015-11-26,2015-11-26,2015-11-26,2015-11-27,2015-11-27,2015-11-27,2015-11-27,2015-11-28,2015-11-28,2015-11-28,2015-11-28
Sheraton New York Times Square Hotel,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.94890510948906,-1.0,14.324817518248182,18.065693430656935,-1.0,-1.0,7.6642335766423315,9.215328467153284,16.514598540145982,-1.0,-1.0,17.427007299270073,7.572992700729927,7.846715328467155,26.18613138686132,8.850364963503651,11.131386861313871,-1.0,87.31751824817519,80.38321167883211,87.13503649635035,-1.0,-1.0,50.273722627737214,-1.0,-1.0,-1.0,56.478102189781026,-1.0,-1.0,-1.0,84.94525547445255,91.87956204379563,99.63503649635035,-1.0,-1.0,65.32846715328466,-1.0,43.156934306569354,26.277372262773724,24.54379562043796,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.72627737226277,-1.0,-1.0,29.470802919708035,33.85036496350365,32.20802919708029,-1.0,-1.0,-1.0,100.0,-1.0,-1.0,68.43065693430657,59.032846715328475,-1.0,-1.0,62.04379562043795,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,61.222627737226276,69.52554744525548,59.76277372262774,-1.0,-1.0,42.42700729927009,-1.0,-1.0,-1.0,-1.0,70.89416058394161,-1.0,-1.0,36.13138686131387,-1.0,-1.0,-1.0,-1.0,59.12408759124088,-1.0,-1.0,49.36131386861314,-1.0,-1.0,-1.0,-1.0,41.24087591240877,-1.0,-1.0,22.71897810218978,49.27007299270073,-1.0,-1.0,32.93795620437956,-1.0,-1.0,11.31386861313868,-1.0,19.890510948905117,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.49270072992701,31.478102189781026,-1.0,20.43795620437956,23.357664233576642,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.99635036496349,31.934306569343065,30.200729927007302,23.175182481751833,-1.0,-1.0,-1.0,-1.0,0.0,20.072992700729927,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,63.04744525547446,-1.0,-1.0,85.2189781021898,64.32481751824818,-1.0
Smyth A Thompson Hotel,15.746124031007753,26.695736434108525,29.457364341085267,26.695736434108525,-1.0,-1.0,-1.0,-1.0,12.645348837209298,15.697674418604649,17.63565891472868,26.695736434108525,9.64147286821705,8.914728682170534,6.686046511627907,12.548449612403104,0.6782945736434058,0.0,8.478682170542626,-1.0,14.728682170542626,5.13565891472868,-1.0,-1.0,65.11627906976744,61.24031007751938,66.08527131782945,66.56976744186046,59.30232558139535,58.33333333333333,57.36434108527132,62.451550387596896,75.14534883720931,56.3953488372093,68.99224806201549,-1.0,67.05426356589147,64.14728682170542,66.08527131782945,55.23255813953489,42.92635658914729,55.42635658914729,-1.0,-1.0,43.507751937984494,-1.0,-1.0,42.92635658914729,51.25968992248062,63.17829457364341,63.17829457364341,51.74418604651163,48.35271317829458,-1.0,-1.0,-1.0,43.507751937984494,54.45736434108527,-1.0,-1.0,43.5562015503876,38.22674418604652,37.3062015503876,41.71511627906976,-1.0,-1.0,45.83333333333333,48.40116279069767,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.1937984496124,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60.90116279069767,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.705426356589143,-1.0,-1.0,68.02325581395348,-1.0,-1.0,-1.0,67.9748062015504,64.53488372093024,82.07364341085271,83.28488372093024,-1.0,45.736434108527135,-1.0,-1.0,80.3779069767442,-1.0,-1.0,73.11046511627906,-1.0,-1.0,100.00000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.819767441860463,-1.0,-1.0,22.722868217054256,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.782945736434101,-1.0,-1.0,32.606589147286826,-1.0,-1.0,-1.0,50.1453488372093,41.37596899224806
SpringHill Suites by Marriott Newark Liberty International,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.06172839506172,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,57.77777777777777,54.81481481481481,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40.74074074074073,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,65.92592592592592,19.506172839506178,-1.0,-1.0,-1.0,19.75308641975309,60.987654320987644,65.92592592592592,32.34567901234567,23.950617283950606,23.950617283950606,28.395061728395063,-1.0,-1.0,55.55555555555554,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.44444444444443,19.506172839506178,16.543209876543216,26.172839506172835,25.18518518518519,-1.0,-1.0,42.71604938271605,47.65432098765433,-1.0,-1.0,52.83950617283949,57.77777777777777,-1.0,-1.0,-1.0,-1.0,35.06172839506172,-1.0,-1.0,-1.0,-1.0,-1.0,45.18518518518519,47.65432098765433,56.296296296296305,-1.0,-1.0,-1.0,-1.0,-1.0,11.358024691358025,17.28395061728395,-1.0,-1.0,46.419753086419746,46.419753086419746,37.28395061728395,34.81481481481481,-1.0,13.580246913580254,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.111111111111114,-1.0,-1.0,37.28395061728395,39.75308641975309,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Super 8 Brooklyn   Park Slope Hotel,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.389380530973426,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60.17699115044252,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.778761061946966,-1.0,-1.0
TRYP By Wyndham Times Square South,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.115755627009634,-1.0,-1.0,-1.0,25.723472668810274,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,68.0064308681672,-1.0,-1.0,-1.0,87.62057877813504,-1.0,-1.0,67.68488745980707,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.28617363344051,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,66.39871382636656,-1.0,-1.0,61.89710610932477,-1.0,-1.0,-1.0,71.86495176848874,69.45337620578778,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,23.794212218649506,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.842443729903522,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.755627009646304,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
The Benjamin,18.170656844689994,21.85389809699202,-1.0,-1.0,8.041743400859424,12.461632903621854,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.699201964395336,13.136893799877221,13.873542050337626,-1.0,5.0337630448127655,8.655616942909766,10.25168815224064,-1.0,7.612031921424183,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.96930632289749,55.98526703499079,58.195211786372006,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.91160220994475,39.472068753836716,36.15715162676489,-1.0,61.32596685082873,62.36955187231431,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.783302639656235,59.484346224677715,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,85.88090853284223,88.3977900552486,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.686310620012286,66.1755678330264,68.56967464702271,-1.0,-1.0,-1.0,-1.0,-1.0,43.462246777163905,50.03069367710251,51.872314303253525,-1.0,-1.0,-1.0,100.0,-1.0,53.16144874155925,-1.0,62.676488643339475,-1.0,44.38305709023941,51.074278698588095,53.46838551258441,-1.0,43.462246777163905,50.15346838551259,51.872314303253525,-1.0,56.59914057704113,63.59729895641498,66.60527931246165,-1.0,41.988950276243095,44.87415592387968,44.935543278084715,41.06813996316759,-1.0,37.569060773480665,39.10374462860651,-1.0,-1.0,-1.0,-1.0,-1.0,32.53529772866789,38.612645794966234,-1.0,-1.0,-1.0,-1.0,38.36709637814611,-1.0,0.0,4.174340085942298,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
The Carlyle A Rosewood Hotel,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.95652173913044,39.13043478260869,-1.0,0.0,39.13043478260869,54.34782608695653,-1.0,8.15217391304347,-1.0,73.91304347826087,73.91304347826087,-1.0,29.34782608695653,32.60869565217391,32.60869565217391,29.34782608695653,-1.0,27.717391304347814,27.717391304347814,29.34782608695653,39.13043478260869,37.5,42.39130434782609,47.282608695652186,29.34782608695653,30.97826086956522,32.60869565217391,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.086956521739125,29.34782608695653,32.60869565217391,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,32.60869565217391,32.60869565217391,39.13043478260869,39.13043478260869,54.34782608695653,60.86956521739131,65.21739130434781,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,82.6086956521739,-1.0,-1.0,-1.0,13.043478260869563,17.934782608695656,22.82608695652175,8.15217391304347,13.043478260869563,17.934782608695656,22.82608695652175,21.195652173913032,22.82608695652175,24.456521739130437,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
The Chatwal a Luxury Collection Hotel New York City,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,43.58353510895881,62.4697336561743,81.11380145278451,100.0,33.89830508474574,53.26876513317188,71.42857142857144,89.5883777239709,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
The High Line Hotel,-1.0,-1.0,-1.0,-1.0,55.15743756786101,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,79.85884907709011,86.42779587404995,91.42236699239957,95.54831704668838,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.24538545059717,47.28555917480999,49.239956568946795,52.008686210640604,-1.0,-1.0,-1.0,-1.0,89.35939196525517,94.29967426710097,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.34744842562431,-1.0,-1.0,90.33659066232356,96.9055374592834,100.00000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.1400651465798006,2.2801302931596013,-1.0,-1.0,14.060803474484246,20.032573289902274,-1.0,-1.0,25.352877307274696,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
The Kitano New York,96.37139807897543,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,11.953041622198498,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,82.07043756670222,99.99999999999997,-1.0,-1.0,-1.0,70.43756670224118,-1.0,-1.0,53.895410885805745,70.11739594450373,83.24439701173958,88.47385272145144,-1.0,-1.0,-1.0,-1.0,65.42155816435431,30.73639274279614,-1.0,-1.0,49.83991462113127,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,96.47812166488794,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
The Lexington New York City Autograph Collection,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.212347988774553,20.018709073900837,7.390084190832553,10.28999064546305,-1.0,-1.0,13.189897100093532,12.067352666043021,-1.0,27.315247895229177,25.257249766136567,-1.0,63.33021515434986,67.07202993451823,74.55565949485499,74.08793264733394,69.50420954162767,60.61739943872779,45.46304957904583,49.48550046772684,-1.0,69.31711880261925,63.985032740879305,-1.0,85.3133769878391,89.14873713751167,96.72591206735267,95.0420954162769,-1.0,-1.0,78.01683816651074,81.19738072965389,-1.0,84.84565014031806,55.004677268475206,-1.0,99.99999999999999,-1.0,-1.0,96.07109448082319,-1.0,-1.0,61.739943872778284,62.67539756782038,-1.0,-1.0,-1.0,-1.0,82.31992516370438,-1.0,-1.0,99.06454630495789,48.64359214218895,54.536950420954156,72.6847521047708,84.84565014031806,-1.0,46.11786716557529,38.540692235734326,39.569691300280624,-1.0,54.069223573433106,51.356407857811035,-1.0,66.32366697848455,78.11038353601496,-1.0,-1.0,74.4621141253508,69.31711880261925,49.95322731524789,53.507951356407844,-1.0,68.47521047708138,76.42656688493919,-1.0,44.714686623012156,48.45650140318054,57.81103835360149,-1.0,75.02338634237604,50.32740879326472,60.43030869971936,61.83348924228251,65.57530402245088,58.09167446211411,70.06548175865295,-1.0,-1.0,69.97193638914872,83.06828811973806,-1.0,49.391955098222624,61.178671655753035,-1.0,-1.0,38.16651075771749,37.979420018709064,34.23760523854068,36.10851262862488,-1.0,62.39476145930776,59.96258185219831,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60.243217960710936,-1.0,-1.0,34.14405986903647,46.02432179607109,-1.0,-1.0,-1.0,-1.0,-1.0,34.14405986903647,-1.0,-1.0,45.93077642656688,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.9289055191767943,7.483629560336752,29.65388213283441,-1.0,-1.0,0.0,19.083255378858738,22.263797942001858,-1.0,35.26660430308699,22.544434050514496,34.79887745556594,78.57811038353601,59.49485500467726,55.94013096351729,-1.0
The Lombardy,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,100.0,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.36842105263156,-1.0,-1.0,18.9473684210526,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.87719298245611,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
The Mark,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,50.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
The Muse Hotel a Kimpton Hotel,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.78312070657506,76.44749754661433,64.6712463199215,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,70.5593719332679,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,62.610402355250244,-1.0,-1.0,47.20314033366046,48.77330716388616,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.04317958783122,30.91265947006869,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.266928361138383,4.514229636898932,-1.0,-1.0,-1.0,-1.0,17.17369970559372,15.897939156035335,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
