Checkin Date,2015-08-12,2015-08-12,2015-08-12,2015-08-12,2015-08-13,2015-08-13,2015-08-13,2015-08-13,2015-08-19,2015-08-19,2015-08-19,2015-08-19,2015-08-26,2015-08-26,2015-08-26,2015-08-26,2015-08-27,2015-08-27,2015-08-27,2015-08-27,2015-08-28,2015-08-28,2015-08-28,2015-08-28,2015-09-09,2015-09-09,2015-09-09,2015-09-09,2015-09-10,2015-09-10,2015-09-10,2015-09-10,2015-09-11,2015-09-11,2015-09-11,2015-09-11,2015-09-16,2015-09-16,2015-09-16,2015-09-16,2015-09-17,2015-09-17,2015-09-17,2015-09-17,2015-09-18,2015-09-18,2015-09-18,2015-09-18,2015-09-30,2015-09-30,2015-09-30,2015-09-30,2015-10-01,2015-10-01,2015-10-01,2015-10-01,2015-10-02,2015-10-02,2015-10-02,2015-10-02,2015-10-07,2015-10-07,2015-10-07,2015-10-07,2015-10-14,2015-10-14,2015-10-14,2015-10-14,2015-10-15,2015-10-15,2015-10-15,2015-10-15,2015-10-16,2015-10-16,2015-10-16,2015-10-16,2015-10-21,2015-10-21,2015-10-21,2015-10-21,2015-10-22,2015-10-22,2015-10-22,2015-10-22,2015-10-27,2015-10-27,2015-10-27,2015-10-27,2015-10-28,2015-10-28,2015-10-28,2015-10-28,2015-10-29,2015-10-29,2015-10-29,2015-10-29,2015-10-30,2015-10-30,2015-10-30,2015-10-30,2015-11-03,2015-11-03,2015-11-03,2015-11-03,2015-11-04,2015-11-04,2015-11-04,2015-11-04,2015-11-05,2015-11-05,2015-11-05,2015-11-05,2015-11-06,2015-11-06,2015-11-06,2015-11-06,2015-11-07,2015-11-07,2015-11-07,2015-11-07,2015-11-10,2015-11-10,2015-11-10,2015-11-10,2015-11-11,2015-11-11,2015-11-11,2015-11-11,2015-11-12,2015-11-12,2015-11-12,2015-11-12,2015-11-13,2015-11-13,2015-11-13,2015-11-13,2015-11-18,2015-11-18,2015-11-18,2015-11-18,2015-11-21,2015-11-21,2015-11-21,2015-11-21,2015-11-25,2015-11-25,2015-11-25,2015-11-25,2015-11-26,2015-11-26,2015-11-26,2015-11-26,2015-11-27,2015-11-27,2015-11-27,2015-11-27,2015-11-28,2015-11-28,2015-11-28,2015-11-28
The New York EDITION,-1.0,14.785553047404065,11.96388261851017,-1.0,-1.0,13.374717832957117,13.374717832957117,-1.0,-1.0,14.785553047404065,11.96388261851017,-1.0,-1.0,14.785553047404065,11.96388261851017,-1.0,-1.0,13.374717832957117,13.374717832957117,-1.0,-1.0,11.96388261851017,14.785553047404065,-1.0,-1.0,50.39503386004516,67.15575620767494,100.00000000000001,-1.0,59.762979683972915,58.860045146726875,-1.0,-1.0,38.431151241535005,28.386004514672692,-1.0,-1.0,28.386004514672692,38.431151241535005,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.266365688487596,39.2212189616253,-1.0,-1.0,36.96388261851017,47.00902934537247,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.41309255079007,34.70654627539504,-1.0,-1.0,50.39503386004516,67.15575620767494,-1.0,-1.0,38.6568848758465,43.62302483069978,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.338600451467286,38.6568848758465,-1.0,-1.0,38.6568848758465,31.489841986455986,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,34.81941309255079,-1.0,-1.0,38.6568848758465,31.489841986455986,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.489841986455986,-1.0,-1.0,-1.0,-1.0,34.81941309255079,-1.0,-1.0,-1.0,31.489841986455986,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.489841986455986,-1.0,-1.0,-1.0,34.81941309255079,-1.0,-1.0,-1.0,-1.0,34.81941309255079,-1.0,-1.0,-1.0,31.489841986455986,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.717832957110616,-1.0,-1.0,-1.0,-1.0,10.835214446952605,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.04966139954854,-1.0,-1.0,-1.0,30.64334085778782,-1.0,-1.0
The Out NYC,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,69.32952924393726,-1.0,36.519258202567784,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.66619115549216,-1.0,96.00570613409417,100.0,-1.0,-1.0,66.76176890156921,46.21968616262484,24.964336661911574,44.365192582025685,54.20827389443653,62.33951497860201,43.79457917261058,-1.0,56.348074179743236,35.94864479315265,-1.0,48.07417974322399,42.36804564907277,42.36804564907277,46.07703281027105,40.085592011412274,34.66476462196863,34.66476462196863,39.51497860199717,7.417974322396589,9.557774607703294,62.91012838801714,69.7574893009986,60.48502139800286,40.798858773181195,55.206847360913,59.48644793152641,-1.0,-1.0,-1.0,-1.0,49.35805991440802,43.65192582025679,27.96005706134096,-1.0,22.967189728958658,17.974322396576326,17.974322396576326,22.253922967189737,11.412268188302448,19.68616262482169,6.4194008559201166,10.128388017118425,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
The Pearl New York,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,99.99999999999994,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.20155038759691,0.0,0.0,6.976744186046517,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
The Peninsula New York,0.0,35.13071895424838,36.111111111111114,-1.0,35.13071895424838,31.862745098039227,-1.0,-1.0,0.0,35.13071895424838,36.111111111111114,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,59.15032679738562,60.78431372549019,62.41830065359477,-1.0,22.51633986928104,22.51633986928104,22.48366013071896,22.51633986928104,-1.0,-1.0,-1.0,-1.0,36.274509803921575,37.90849673202615,39.54248366013073,-1.0,36.274509803921575,37.90849673202615,39.54248366013073,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.274509803921575,37.90849673202615,39.54248366013073,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.90849673202615,39.54248366013073,-1.0,36.274509803921575,37.90849673202615,39.54248366013073,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.90849673202615,39.54248366013073,-1.0,36.274509803921575,37.90849673202615,39.54248366013073,-1.0,-1.0,39.54248366013073,37.90849673202615,36.274509803921575,-1.0,39.54248366013073,37.90849673202615,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
The Plaza Hotel,8.457538994800686,10.849220103986127,0.0,8.457538994800686,-1.0,8.665511265164639,2.183708838821488,8.457538994800686,17.123050259965325,14.072790294627382,7.590987868284216,-1.0,11.92374350086655,12.131715771230489,3.0502599653379434,11.473136915077987,-1.0,11.715771230502597,8.457538994800686,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,66.72443674176775,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,97.92027729636048,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,99.99999999999999,92.89428076256497,89.42807625649912,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,94.8006932409012,96.70710571923742,96.88041594454073,87.03639514731368,42.04506065857886,96.70710571923742,-1.0,79.89601386481802,83.70883882149046,39.44540727902945,83.95147313691506,-1.0,52.512998266897725,39.44540727902945,42.04506065857886,87.03639514731368,47.90294627383015,50.74523396880416,97.92027729636048,49.324090121317155,94.8006932409012,76.91507798960139,83.95147313691506,42.56499133448874,40.72790294627383,-1.0,-1.0,39.44540727902945,35.285961871750416,38.4055459272097,39.96533795493933,36.3258232235702,33.96880415944541,35.52859618717504,38.12824956672442,36.048526863084916,32.928942807625646,31.64644714038127,35.52859618717504,-1.0,35.285961871750416,35.52859618717504,47.24436741767762,36.048526863084916,34.246100519930664,35.52859618717504,33.72616984402079,47.24436741767762,30.606585788561517,34.48873483535529,34.246100519930664,38.92547660311958,30.08665511265164,30.606585788561517,36.3258232235702,29.046793760831875,30.08665511265164,30.606585788561517,36.3258232235702,38.92547660311958,34.48873483535529,34.246100519930664,31.64644714038127,36.3258232235702,39.68804159445408,42.04506065857886,39.44540727902945,-1.0,-1.0,-1.0,-1.0,38.12824956672442,38.12824956672442,38.12824956672442,38.92547660311958,36.048526863084916,35.52859618717504,34.246100519930664,31.64644714038127,34.76603119584054,36.56845753899479,-1.0,-1.0,22.84228769497399,25.99653379549393,26.689774696707104,42.04506065857886,36.048526863084916,21.837088388214895,21.837088388214895,-1.0,29.566724436741765,21.837088388214895,30.259965337954938,-1.0,48.63084922010397,-1.0,49.046793760831875,46.20450606585787
The Premier Hotel New York,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.10512129380052,-1.0,-1.0,16.44204851752022,26.010781671159037,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.61994609164421,24.528301886792434,36.253369272237194,9.838274932614553,38.67924528301887,28.30188679245282,41.10512129380052,48.65229110512129,35.84905660377359,24.2587601078167,11.590296495956864,36.792452830188665,19.676549865229106,31.1320754716981,39.757412398921815,23.854447439353095,13.746630727762806,20.48517520215634,30.323450134770894,14.690026954177881,0.0,4.312668463611857,14.959568733153645,46.90026954177898,-1.0,-1.0,-1.0,-1.0,-1.0,56.3342318059299,69.6765498652291,-1.0,-1.0,-1.0,-1.0,-1.0,42.72237196765499,-1.0,-1.0,40.70080862533692,45.41778975741238,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
The Roger,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.99099099099098,92.19219219219218,90.3903903903904,68.46846846846847,69.66966966966967,67.86786786786786,70.87087087087087,68.76876876876875,66.96696696696696,69.96996996996995,66.06606606606607,75.67567567567568,78.67867867867866,74.77477477477476,74.77477477477476,90.3903903903904,86.48648648648648,86.48648648648648,86.48648648648648,76.57657657657657,76.57657657657657,80.48048048048048,79.27927927927928,57.05705705705705,60.96096096096096,59.75975975975976,60.96096096096096,54.95495495495496,53.753753753753756,54.95495495495496,52.25225225225225,56.9069069069069,58.85885885885884,56.15615615615616,-1.0,32.73273273273273,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,41.44144144144144,42.04204204204203,-1.0,-1.0,45.04504504504504,45.94594594594594,-1.0,45.04504504504504,-1.0,-1.0,65.16516516516515,16.516516516516504,-1.0,-1.0,-1.0,-1.0
The Roosevelt Hotel New York City,15.492957746478872,-1.0,-1.0,15.492957746478872,-1.0,-1.0,-1.0,-1.0,25.352112676056343,11.267605633802816,14.084507042253513,15.492957746478872,18.309859154929576,12.676056338028168,14.084507042253513,15.492957746478872,12.676056338028168,11.267605633802816,11.267605633802816,-1.0,-1.0,-1.0,-1.0,-1.0,59.15492957746479,-1.0,-1.0,-1.0,69.01408450704224,63.38028169014084,28.169014084507047,74.64788732394365,-1.0,52.112676056338024,66.19718309859155,-1.0,-1.0,78.87323943661971,84.50704225352112,94.36619718309859,42.25352112676057,43.66197183098591,39.43661971830986,70.42253521126761,35.2112676056338,16.901408450704217,70.42253521126761,-1.0,71.83098591549296,-1.0,-1.0,53.521126760563384,42.25352112676057,43.66197183098591,52.112676056338024,52.112676056338024,94.36619718309859,46.478873239436616,74.64788732394365,-1.0,-1.0,73.2394366197183,78.87323943661971,78.87323943661971,57.74647887323943,49.29577464788732,49.29577464788732,47.887323943661976,43.66197183098591,43.66197183098591,36.61971830985916,100.0,57.74647887323943,43.66197183098591,65.91549295774647,57.74647887323943,59.15492957746479,62.112676056338024,61.971830985915496,61.971830985915496,40.56338028169014,47.887323943661976,46.478873239436616,50.70422535211268,60.56338028169014,50.70422535211268,56.33802816901409,78.59154929577466,54.92957746478873,46.478873239436616,52.112676056338024,59.15492957746479,39.29577464788732,44.366197183098585,43.09859154929577,45.6338028169014,-1.0,46.90140845070423,50.70422535211268,-1.0,35.2112676056338,50.70422535211268,36.61971830985916,50.70422535211268,57.74647887323943,46.90140845070423,74.64788732394365,26.76056338028169,29.15492957746479,30.422535211267608,25.352112676056343,32.95774647887324,-1.0,-1.0,-1.0,-1.0,47.887323943661976,49.29577464788732,-1.0,-1.0,-1.0,29.577464788732392,31.690140845070424,32.95774647887324,22.816901408450697,21.12676056338028,25.352112676056343,26.76056338028169,15.492957746478872,15.492957746478872,11.267605633802816,-1.0,13.943661971830984,18.309859154929576,14.084507042253513,22.535211267605625,23.943661971830984,23.943661971830984,22.535211267605625,26.76056338028169,0.0,19.71830985915492,1.408450704225352,19.71830985915492,21.12676056338028,22.535211267605625,25.352112676056343,26.76056338028169,22.535211267605625,-1.0,15.492957746478872,-1.0,36.61971830985916,33.802816901408455,33.802816901408455,-1.0,43.66197183098591,-1.0,-1.0,42.25352112676057
The Shoreham Hotel,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.10204081632652,53.30132052821129,-1.0,-1.0,53.90156062424971,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,76.35054021608643,-1.0,-1.0,84.3937575030012,-1.0,100.00000000000001,92.43697478991596,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,71.42857142857143,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,75.03001200480192,-1.0,-1.0,39.97599039615848,39.97599039615848,39.97599039615848,39.97599039615848,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.05522208883555,37.93517406962785,37.93517406962785,37.93517406962785,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.01800720288115,45.01800720288115,45.01800720288115,45.01800720288115,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
The St. Regis New York,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,96.66666666666669,-1.0,-1.0,98.36734693877554,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,76.53061224489801,83.33333333333337,-1.0,-1.0,-1.0,-1.0,66.05442176870753,73.87755102040819,80.95238095238096,88.09523809523813,-1.0,84.28571428571433,100.00000000000006,-1.0,-1.0,-1.0,-1.0,-1.0,90.47619047619048,82.99319727891162,84.28571428571433,68.77551020408168,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77.48299319727897,13.537414965986443,19.591836734693914,25.442176870748312,1.2925170068027683,7.414965986394577,13.197278911564638,19.047619047619094,11.564625850340178,5.714285714285722,-1.0,12.244897959183675,5.034013605442226,-1.0,0.0,5.4421768707483125,57.14285714285717,-1.0,44.21768707482994,-1.0,-1.0,47.68707482993199,54.42176870748301,-1.0,70.40816326530614,63.60544217687078,63.60544217687078,70.40816326530614,-1.0,63.94557823129253,57.210884353741505,50.068027210884395,-1.0,67.34693877551024,60.27210884353747,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.2789115646259,53.74149659863946,-1.0,63.94557823129253,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.340136054421805,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
The Standard East Village,100.0,-1.0,-1.0,-1.0,27.385250128932434,-1.0,27.591542031975244,24.806601340897366,22.2279525528623,13.305827746260952,17.844249613202685,21.60907684373388,-1.0,-1.0,-1.0,-1.0,39.298607529654454,36.56523981433728,32.54254770500258,30.531201650335227,-1.0,51.31511088189789,-1.0,38.47343991748324,-1.0,-1.0,-1.0,-1.0,69.52037132542549,71.06756059824653,66.4259927797834,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.8664259927798,86.02372356884993,-1.0,-1.0,-1.0,-1.0,-1.0,69.57194430118616,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,67.09644146467252,-1.0,-1.0,-1.0,67.09644146467252,69.41722537390407,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,74.0587931923672,-1.0,67.09644146467252,69.41722537390407,68.07632800412583,58.225889633831876,62.454873646209386,89.99484270242394,84.63125322331098,69.41722537390407,60.59824651882413,64.31150077359464,53.27488396080454,48.42702423929861,-1.0,59.66993295513151,47.70500257864878,42.08354822073233,-1.0,-1.0,-1.0,50.541516245487365,-1.0,-1.0,-1.0,67.25116039195461,67.09644146467252,64.77565755544094,62.60959257349149,58.38060856111398,58.27746260959257,62.9190304280557,55.647240845796794,47.498710675605984,55.02836513666838,-1.0,-1.0,54.87364620938627,51.985559566786996,-1.0,-1.0,36.61681279009799,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.79319236719959,55.6988138215575,-1.0,61.887570912841674,33.4192882929345,-1.0,56.98813821557504,-1.0,-1.0,31.35636926250644,48.99432697266632,-1.0,-1.0,42.39298607529654,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.796286745745228,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
The SunBright,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,88.46153846153845,70.19230769230768,-1.0,-1.0,88.46153846153845,-1.0,-1.0,-1.0,-1.0,88.46153846153845,-1.0,-1.0,68.26923076923077,86.53846153846155,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.76923076923077,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,88.46153846153845,-1.0,-1.0,57.69230769230768,75.96153846153845,-1.0,25.0,44.230769230769226,-1.0,-1.0
The Towers of the Waldorf Astoria New York,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.7035775127768318,12.492901760363438,3.691084611016464,6.814310051107341,0.0,9.994321408290759,31.175468483816005,35.77512776831345,11.357183418512207,17.035775127768304,2.271436683702447,3.975014196479279,9.085746734809774,54.5144804088586,50.53946621237934,55.08233957978423,-1.0,-1.0,27.825099375354924,31.232254400908587,-1.0,33.50369108461102,29.528676888131756,-1.0,-1.0,27.825099375354924,-1.0,-1.0,48.268029528676905,51.67518455423057,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.41794434980126,27.825099375354924,-1.0,28.960817717206126,30.096536059057357,40.31800113571835,-1.0,19.307211811470765,-1.0,-1.0,-1.0,40.31800113571835,-1.0,-1.0,-1.0,-1.0,34.63940942646225,35.77512776831345,31.232254400908587,33.50369108461102,-1.0,-1.0,24.41794434980126,-1.0,31.80011357183419,31.80011357183419,32.36797274275979,27.825099375354924,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.42873367404884,45.42873367404884,38.614423622941516,42.02157864849518,-1.0,34.63940942646225,-1.0,-1.0,-1.0,-1.0,22.71436683702443,21.010789324247597,-1.0,-1.0,-1.0,-1.0,21.010789324247597,68.71095968199886,-1.0,-1.0,-1.0,27.825099375354924,-1.0,-1.0,51.67518455423057,-1.0,35.77512776831345,-1.0,-1.0,-1.0,-1.0,-1.0,40.31800113571835,10.221465076661005,35.77512776831345,26.689381033503693,32.36797274275979,40.88586030664395,-1.0,-1.0,27.825099375354924,22.1465076660988,-1.0,21.010789324247597,-1.0,-1.0,-1.0,-1.0,-1.0,19.307211811470765,-1.0,-1.0,-1.0,3.975014196479279,5.678591709256111,11.925042589437837,11.357183418512207,-1.0,-1.0,16.467915956842702,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.689381033503693,-1.0,-1.0,-1.0,42.02157864849518,21.578648495173198,17.603634298693933,37.478705281090285,100.00000000000001
